Row;22858_up;19044_up;26972_up;23119_up;16506_up;6344_up;18916_up;25726_up;15350_up;3631_up;26755_up;21899_up;25208_up;14328_up;20605_up;24452_up;8971_up;24114_up;25617_up;14351_up;8084_up;16221_up;1149_up;23636_up;22916_up;23417_up;7858_up;16520_up;13433_up;22826_up;22933_up;27529_up;23612_up;21635_up;14226_up;775_up;21690_up;13174_up;22809_up;7871_up;16650_up;25616_up;22759_up;14332_up;24800_up;20545_up;15800_up;13446_up;23404_up;22890_up;6126_up;5419_up;18478_up;15338_up;22005_up;15022_up;14526_up;3680_up;7556_up;23630_up;5369_up;4450_up;24250_up;6130_up;14938_up;13419_up;22940_up;22209_up;1495_up;2288_up;3630_up;21080_up;3640_up;27014_up;13066_up;6238_up;8669_up;25249_up;13357_up;16451_up;22921_up;23735_up;19953_up;22847_up;13733_up;23750_up;14355_up;6527_up;8832_up;23370_up;19115_up;22196_up;7899_up;22825_up;13916_up;22083_up;4131_up;14419_up;4546_up;26236_up;4245_up;22954_up;24208_up;5610_up;14436_up;13091_up;23033_up;15249_up;16649_up;3720_up;7424_up;21904_up;21718_up;26788_up;22824_up;878_up;15097_up;19645_up;3774_up;1424_up;15712_up;14705_up;24684_up;15100_up;18976_up;250_up;23954_up;8628_up;22678_up;6067_up;23640_up;4452_up;22926_up;22823_up;9004_up;16003_up;26658_up;7557_up;6094_up;18833_up;24161_up;14854_up;19397_up;2391_up;22135_up;22894_up;22953_up;21304_up;7674_up;25678_up;27190_up;507_up;748_up;1641_up;3713_up;22930_up;22960_up;6954_up;4415_up;13672_up;16032_up;5009_up;13610_up;584_up;22810_up;26645_up;13642_up;22983_up;13045_up;1451_up;6190_up;14626_up;23327_up;678_up;22893_up;15019_up;13056_up;6537_up;16148_up;1462_up;21612_up;18670_up;2315_up;26646_up;22883_up;7673_up;22848_up;18232_up;5066_up;22835_up;22836_up;22863_up;14911_up;18905_up;4752_up;6959_up;18759_up;5714_up;23864_up;5919_up;25708_up;23953_up;22919_up;15122_up;14682_up;21540_up;16864_up;13730_up;27781_up;20380_up;6108_up;13659_up;22857_up;14580_up;14108_up;14521_up;25552_up;22638_up;26652_up;27617_up;23637_up;4344_up;6822_up;7961_up;14427_up;14479_up;1450_up;24439_up;21636_up;24098_up;14876_up;1415_up;16092_up;7112_up;17365_up;22920_up;17021_up;8118_up;18632_up;7240_up;14348_up;22905_up;22859_up;22892_up;6955_up;18346_up;16174_up;1244_up;22839_up;20244_up;24989_up;1586_up;16532_up;22876_up;18468_up;14917_up;26657_up;13093_up;5741_up;23539_up;3800_up;2016_up;14345_up;5381_up;22936_up;2757_up;26703_up;23422_up;13554_up;26727_up;3711_up;21886_up;23550_up;23596_up;19228_up;14602_up;22917_up;6251_up;24776_up;26243_up;26237_up;23543_up;2705_up;23549_up;16309_up;22806_up;19642_up;3650_up;21529_up;18463_up;26766_up;8679_up;22827_up;6152_up;15798_up;3338_up;1827_up;20742_up;8190_up;23401_up;26070_up;20987_up;21439_up;3783_up;3294_up;22928_up;254_up;6123_up;22943_up;22909_up;26051_up;22886_up;13213_up;6129_up;17499_up;22931_up;17596_up;3728_up;5155_up;8911_up;1049_up;26487_up;1414_up;13268_up;22952_up;23138_up;336_up;22982_up;16090_up;1211_up;15323_up;4902_up;21800_up;21677_up;19108_up;25250_up;18366_up;14221_up;9024_up;15002_up;24523_up;25120_up;2934_up;262_up;24447_up;17538_up;18969_up;13422_up;4094_up;248_up;5758_up;2009_up;3723_up;14540_up;5947_up;2225_up;5635_up;26694_up;5878_up;21488_up;22620_up;13729_up;5340_up;16051_up;168_up;27321_up;27290_up;18098_up;24613_up;18577_up;24522_up;22840_up;2649_up;23730_up;22934_up;25698_up;22981_up;8163_up;5119_up;5324_up;13087_up;20788_up;18650_up;21213_up;22811_up;13728_up;22868_up;12352_up;1499_up;8522_up;894_up;14446_up;6937_up;17965_up;22875_up;1846_up;3205_up;3772_up;13626_up;25947_up;6175_up;1828_up;886_up;13195_up;23137_up;4907_up;377_up;19136_up;24840_up;15154_up;8983_up;8827_up;4994_up;22910_up;25253_up;22879_up;22561_up;17238_up;19394_up;18666_up;3106_up;21693_up;2014_up;24834_up;15682_up;6293_up;18162_up;6154_up;21528_up;23479_up;22959_up;8974_up;395_up;22821_up;3644_up;16152_up;20552_up;22817_up;21315_up;6184_up;13437_up;23715_up;6358_up;5390_up;19337_up;4666_up;20559_up;1491_up;13625_up;8632_up;5664_up;23403_up;27624_up;3667_up;27143_up;5742_up;7658_up;23495_up;24440_up;5293_up;1936_up;27131_up;22869_up;13627_up;4785_up;26644_up;8800_up;20435_up;14429_up;25259_up;6193_up;22054_up;13418_up;1444_up;9003_up;251_up;25707_up;22951_up;8903_up;18405_up;6159_up;7960_up;8521_up;20401_up;18455_up;4001_up;618_up;14687_up;25550_up;26180_up;15055_up;24612_up;1487_up;228_up;23203_up;2034_up;21832_up;5973_up;1421_up;3824_up;22956_up;13071_up;14448_up;23519_up;21798_up;4091_up;6056_up;27011_up;16424_up;22822_up;18343_up;4470_up;8498_up;1360_up;13051_up;22913_up;6507_up;6117_up;21203_up;8399_up;1574_up;18659_up;24799_up;20900_up;14335_up;19364_up;23426_up;5246_up;18026_up;4580_up;3434_up;19278_up;27580_up;26085_up;19313_up;6264_up;14534_up;2127_up;28185_up;26768_up;22818_up;13201_up;718_up;19406_up;6248_up;23405_up;27548_up;25984_up;21449_up;16396_up;22808_up;4552_up;18227_up;15998_up;27154_up;3992_up;3857_up;134_up;16500_up;4000_up;15406_up;16865_up;7785_up;13266_up;22877_up;14728_up;25198_up;3912_up;22870_up;18798_up;17342_up;16268_up;16351_up;19381_up;26335_up;8634_up;4742_up;4637_up;14569_up;13411_up;3035_up;16117_up;22820_up;23635_up;19082_up;15524_up;8935_up;13068_up;23740_up;22866_up;3895_up;6234_up;1684_up;4969_up;23264_up;24450_up;22923_up;4445_up;18651_up;22846_up;20079_up;5079_up;26789_up;586_up;21781_up;5771_up;21983_up;25266_up;25971_up;20558_up;25209_up;17536_up;22895_up;3743_up;7869_up;8170_up;6232_up;22947_up;7790_up;16033_up;15210_up;939_up;16431_up;1585_up;18613_up;24186_up;18109_up;26717_up;23439_up;8395_up;19414_up;585_up;26049_up;15267_up;5010_up;20514_up;4820_up;7988_up;650_up;5204_up;20121_up;13576_up;18364_up;13279_up;7850_up;20070_up;13272_up;15938_up;19809_up;23843_up;21539_up;7106_up;8630_up;17859_up;4309_up;6250_up;6116_up;26702_up;20557_up;20451_up;2478_up;9001_up;7666_up;5056_up;8094_up;18100_up;20896_up;4957_up;21816_up;17182_up;13655_up;21756_up;21688_up;14443_up;25792_up;4355_up;27564_up;21794_up;17279_up;21702_up;26064_up;19744_up;18775_up;5149_up;3642_up;22911_up;15377_up;13723_up;23663_up;1576_up;25187_up;2275_up;15058_up;18660_up;14922_up;22873_up;22955_up;4662_up;16313_up;15272_up;22950_up;26182_up;20468_up;20397_up;4362_up;21793_up;23134_up;18826_up;22355_up;13047_up;16126_up;18365_up;23504_up;22053_up;1446_up;14445_up;18199_up;22914_up;20897_up;23118_up;8524_up;15204_up;10557_up;15662_up;5304_up;24019_up;22814_up;25196_up;6119_up;15359_up;24614_up;15872_up;6733_up;18146_up;18684_up;26246_up;23526_up;22363_up;2745_up;13231_up;13216_up;21112_up;6393_up;18322_up;19056_up;22961_up;7670_up;21338_up;16554_up;20_up;25931_up;14223_up;27158_up;21136_up;24489_up;27189_up;4956_up;15348_up;16516_up;15319_up;27285_up;15402_up;5078_up;5710_up;21954_up;4669_up;13048_up;22862_up;26071_up;24524_up;4553_up;23146_up;21125_up;5071_up;22935_up;15195_up;8058_up;5600_up;1019_up;19341_up;27012_up;5059_up;23265_up;18827_up;26765_up;23145_up;27187_up;15167_up;25489_up;23610_up;24783_up;4680_up;4914_up;5051_up;15644_up;22851_up;22941_up;4563_up;8154_up;7596_up;900_up;13644_up;22640_up;26304_up;25339_up;17147_up;4163_up;1002_up;14665_up;27301_up;5715_up;19457_up;16851_up;13069_up;4372_up;14304_up;6237_up;26807_up;18744_up;21035_up;15322_up;4841_up;4882_up;14040_up;3290_up;23128_up;26183_up;5241_up;6207_up;6278_up;5527_up;1317_up;13217_up;7187_up;18906_up;27623_up;18790_up;18228_up;13267_up;3641_up;252_up;27763_up;8167_up;21212_up;22912_up;13426_up;7092_up;17810_up;8400_up;8826_up;17218_up;19052_up;25755_up;4681_up;15318_up;16052_up;532_up;619_up;3379_up;16386_up;15340_up;1662_up;16665_up;25699_up;22195_up;8908_up;22845_up;17309_up;1017_up;6121_up;3161_up;13588_up;18260_up;15920_up;3219_up;4548_up;6240_up;1847_up;21082_up;21894_up;1177_up;21684_up;298_up;253_up;1422_up;20243_up;6622_up;22925_up;17261_up;27001_up;15533_up;16736_up;4264_up;13230_up;17001_up;6236_up;8780_up;16287_up;5159_up;15067_up;21467_up;4574_up;5740_up;24336_up;14982_up;17174_up;1053_up;4968_up;6118_up;21585_up;13057_up;4428_up;23026_up;21128_up;15988_up;1222_up;20242_up;22908_up;2010_up;26270_up;4564_up;15302_up;6249_up;24451_up;6940_up;8633_up;4277_up;26548_up;26767_up;1001_up;25399_up;24938_up;23060_up;9000_up;25573_up;1445_up;26271_up;19402_up;21687_up;1483_up;7851_up;4581_up;3950_up;15070_up;3958_up;5255_up;27530_up;13089_up;25868_up;6266_up;3700_up;16137_up;26244_up;20494_up;4678_up;15046_up;18834_up;23536_up;1503_up;2337_up;22938_up;17618_up;5659_up;4676_up;24194_up;7657_up;22805_up;22348_up;21895_up;22929_up;13218_up;15626_up;259_up;25564_up;17256_up;24131_up;20452_up;15255_up;1658_up;15727_up;22949_up;18783_up;6342_up;7979_up;5194_up;22885_up;19778_up;19813_up;13177_up;15018_up;16611_up;26647_up;3666_up;7188_up;5378_up;6239_up;15219_up;27625_up;15026_up;16285_up;249_up;8909_up;20701_up;23976_up;21440_up;6242_up;21694_up;19217_up;21907_up;19758_up;26069_up;21757_up;13922_up;6274_up;6151_up;7239_up;5064_up;24190_up;588_up;22922_up;4104_up;4578_up;23538_up;8018_up;19220_up;15209_up;7024_up
MS1;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;1;1;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1
